S.No,State,Year_,Causes,Education_status,Means_adopted,Professional_Profile,Social_Status,Gender,Age_group,Number_of_suicides
1111,A & N Islands,2005,Death of Dear Person,Matriculate/Secondary,No,Professional Activity,Married,F,15-29,0
1112,A & N Islands,2005,Family Problems,Graduate,No,Service (Government),Married,F,15-29,0
1113,A & N Islands,2005,Other Causes,Matriculate/Secondary,By Hanging,"Student or Unemployed or Service (Private)

",Married,F,15-29,13
1114,A & N Islands,2005,Bankruptcy or Sudden change in Economic Status,Middle,No,Farming/Agriculture Activity,Married,F,15-29,0
1115,A & N Islands,2005,Cancellation/Non-Settlement of Marriage,Hr. Secondary/Intermediate/Pre-Universit,No,Professional Activity,Married,F,15-29,0
1116,A & N Islands,2005,Illegitimate Pregnancy,Diploma,No,Service (Government),Widowed,F,15-29,0
1117,A & N Islands,2005,Dowry Dispute,Diploma,No,Public Sector Undertaking,Married,F,15-29,0
1118,A & N Islands,2005,Property Dispute,Middle,No,Student,Married,F,15-29,0
1119,A & N Islands,2005,Cancellation/Non-Settlement of Marriage,Matriculate/Secondary,No,Retired Person,Divorcee,M,15-29,0
1120,A & N Islands,2005,Paralysis,Graduate,No,Service (Private),Divorcee,M,15-29,0
1121,A & N Islands,2005,Divorce,Middle,No,Unemployed,Divorcee,M,15-29,0
1122,A & N Islands,2005,Drug Abuse/Addiction,Hr. Secondary/Intermediate/Pre-Universit,No,House Wife,Seperated,M,15-29,0
1123,A & N Islands,2005,Fall in Social Reputation,Middle,No,Others,Never Married,M,15-29,0
1124,A & N Islands,2005,Love Affairs,Hr. Secondary/Intermediate/Pre-Universit,No,Self Employed,Seperated,M,15-29,0
1125,A & N Islands,2005,Other Causes,Primary,By Hanging,"Student or Service (Private) or Self-employed (Business activity)

",Never Married,M,15-29,5
1126,A & N Islands,2005,Physical Abuse (Rape/Incest Etc.),Middle,No,Others,Widowed,M,15-29,0
1127,A & N Islands,2005,Failure in Examination,Hr. Secondary/Intermediate/Pre-Universit,No,Self Employed,Married,M,15-29,0
1128,A & N Islands,2005,Causes Not known,Primary,By Hanging,Service (Private),Never Married,M,15-29,6
1129,A & N Islands,2005,Illness (Aids/STD),Middle,No,Others,Married,M,15-29,0
1130,A & N Islands,2005,Illegitimate Pregnancy,Hr. Secondary/Intermediate/Pre-Universit,No,Self Employed,Seperated,M,15-29,0
1131,A & N Islands,2005,Cancer,Graduate,No,House Wife,Married,M,15-29,0
1132,A & N Islands,2005,Other Prolonged Illness,Graduate,By Drowning or By Hanging,Service (Government),Never Married,M,15-29,1
1133,A & N Islands,2005,Dowry Dispute,Diploma,No,House Wife,Seperated,M,15-29,0
1134,A & N Islands,2005,Insanity/Mental Illness,Primary,By Consuming Insecticides,Student,Never Married,M,15-29,2
1135,A & N Islands,2005,Unemployment,Middle,No,House Wife,Married,M,15-29,0
1136,A & N Islands,2005,Not having Children,Hr. Secondary/Intermediate/Pre-Universit,No,Self Employed,Never Married,M,15-29,0
1137,A & N Islands,2005,Suspected/Illicit Relation,Middle,No,Student,Never Married,M,15-29,0
1138,A & N Islands,2005,Bankruptcy or Sudden change in Economic Status,Hr. Secondary/Intermediate/Pre-Universit,No,Self Employed,Married,M,15-29,0
1139,A & N Islands,2005,Death of Dear Person,Primary,By Hanging,Unemployed,Never Married,M,15-29,1
1140,A & N Islands,2005,Ideological Causes/Hero Worshipping,Middle,No,Student,Married,M,15-29,0
1141,A & N Islands,2005,Family Problems,Hr. Secondary/Intermediate/Pre-Universit,No,Self Employed,Married,M,15-29,0
1142,A & N Islands,2005,Professional/Career Problem,Middle,No,Student,Married,M,15-29,0
1143,A & N Islands,2005,Property Dispute,Hr. Secondary/Intermediate/Pre-Universit,No,Service (Government),Married,M,15-29,0
1144,A & N Islands,2005,Poverty,Middle,No,Unemployed,Never Married,M,15-29,0
1145,A & N Islands,2005,Dowry Dispute,Graduate,No,Farming/Agriculture Activity,Married,F,30-44,0
1146,A & N Islands,2005,Ideological Causes/Hero Worshipping,Diploma,No,Service (Government),Married,F,30-44,0
1147,A & N Islands,2005,Love Affairs,Post Graduate,No,Service (Private),Married,F,30-44,0
1148,A & N Islands,2005,Bankruptcy or Sudden change in Economic Status,Diploma,No,Self Employed,Married,F,30-44,0
1149,A & N Islands,2005,Poverty,No Education,No,Student,Married,F,30-44,0
1150,A & N Islands,2005,Family Problems,Middle,By Fire/Self Immolation,Farming/Agriculture Activity,Never Married,F,30-44,1
1151,A & N Islands,2005,Paralysis,Graduate,No,Others,Married,F,30-44,0
1152,A & N Islands,2005,Unemployment,Diploma,No,Retired Person,Married,F,30-44,0
1153,A & N Islands,2005,Cancer,Post Graduate,No,Professional Activity,Married,F,30-44,0
1154,A & N Islands,2005,Divorce,Graduate,No,Public Sector Undertaking,Divorcee,F,30-44,0
1155,A & N Islands,2005,Cancellation/Non-Settlement of Marriage,Diploma,No,Others,Married,F,30-44,0
1156,A & N Islands,2005,Physical Abuse (Rape/Incest Etc.),Post Graduate,No,Retired Person,Married,F,30-44,0
1157,A & N Islands,2005,Property Dispute,Graduate,No,Professional Activity,Married,F,30-44,0
1158,A & N Islands,2005,Other Causes,Matriculate/Secondary,By Hanging,House Wife,Married,F,30-44,2
1159,A & N Islands,2005,Insanity/Mental Illness,Matriculate/Secondary,By Consuming Insecticides or By Hanging,House Wife,Married,F,30-44,2
1160,A & N Islands,2005,Not having Children,No Education,No,House Wife,Widowed,F,30-44,0
1161,A & N Islands,2005,Other Prolonged Illness,Hr. Secondary/Intermediate/Pre-Universit,By Consuming Insecticides,House Wife,Married,F,30-44,2
1162,A & N Islands,2005,Illness (Aids/STD),Graduate,No,Others,Married,F,30-44,0
1163,A & N Islands,2005,Drug Abuse/Addiction,Diploma,No,Retired Person,Married,F,30-44,0
1164,A & N Islands,2005,Suspected/Illicit Relation,Post Graduate,No,Professional Activity,Married,F,30-44,0
1165,A & N Islands,2005,Death of Dear Person,Middle,No,Student,Married,F,30-44,0
1166,A & N Islands,2005,Causes Not known,Matriculate/Secondary,By Drowning,House Wife,Married,F,30-44,1
1167,A & N Islands,2005,Professional/Career Problem,Graduate,No,Others,Married,F,30-44,0
1168,A & N Islands,2005,Illegitimate Pregnancy,Diploma,No,Retired Person,Never Married,F,30-44,0
1169,A & N Islands,2005,Failure in Examination,Post Graduate,No,Professional Activity,Married,F,30-44,0
1170,A & N Islands,2005,Fall in Social Reputation,Middle,No,Retired Person,Married,F,30-44,0
1171,A & N Islands,2005,Drug Abuse/Addiction,Hr. Secondary/Intermediate/Pre-Universit,No,Professional Activity,Married,M,30-44,0
1172,A & N Islands,2005,Love Affairs,Primary,By Hanging,Farming/Agriculture Activity,Married,M,30-44,2
1173,A & N Islands,2005,Poverty,Primary,By Consuming Insecticides,Service (Private),Married,M,30-44,2
1174,A & N Islands,2005,Unemployment,Hr. Secondary/Intermediate/Pre-Universit,No,Student,Married,M,30-44,0
1175,A & N Islands,2005,Failure in Examination,Hr. Secondary/Intermediate/Pre-Universit,No,Student,Married,M,30-44,0
1176,A & N Islands,2005,Family Problems,Middle,By Fire/Self Immolation,Unemployed,Married,M,30-44,1
1177,A & N Islands,2005,Physical Abuse (Rape/Incest Etc.),Graduate,No,Retired Person,Married,M,30-44,0
1178,A & N Islands,2005,Professional/Career Problem,Diploma,No,Professional Activity,Married,M,30-44,0
1179,A & N Islands,2005,Illness (Aids/STD),Post Graduate,No,Professional Activity,Married,M,30-44,0
1180,A & N Islands,2005,Fall in Social Reputation,Graduate,No,Farming/Agriculture Activity,Married,M,30-44,0
1181,A & N Islands,2005,Paralysis,Diploma,No,Retired Person,Married,M,30-44,0
1182,A & N Islands,2005,Cancellation/Non-Settlement of Marriage,Post Graduate,No,Professional Activity,Never Married,M,30-44,0
1183,A & N Islands,2005,Cancer,No Education,No,Farming/Agriculture Activity,Never Married,M,30-44,0
1184,A & N Islands,2005,Insanity/Mental Illness,Middle,By Hanging,Others,Married,M,30-44,4
1185,A & N Islands,2005,Other Prolonged Illness,Middle,By Hanging,Service (Government),Married,M,30-44,3
1186,A & N Islands,2005,Property Dispute,Graduate,No,Farming/Agriculture Activity,Married,M,30-44,0
1187,A & N Islands,2005,Death of Dear Person,Diploma,No,Retired Person,Married,M,30-44,0
1188,A & N Islands,2005,Divorce,Post Graduate,No,Professional Activity,Divorcee,M,30-44,0
1189,A & N Islands,2005,Not having Children,Diploma,No,Farming/Agriculture Activity,Seperated,M,30-44,0
1190,A & N Islands,2005,Other Causes,Middle,By Hanging,Service (Private),Married,M,30-44,10
1191,A & N Islands,2005,Causes Not known,Middle,By Hanging,Service (Government),Married,M,30-44,2
1192,A & N Islands,2005,Suspected/Illicit Relation,Graduate,No,House Wife,Married,M,30-44,0
1193,A & N Islands,2005,Bankruptcy or Sudden change in Economic Status,Diploma,No,Others,Married,M,30-44,0
1194,A & N Islands,2005,Ideological Causes/Hero Worshipping,Post Graduate,No,Retired Person,Married,M,30-44,0
1195,A & N Islands,2005,Illegitimate Pregnancy,Graduate,No,Professional Activity,Seperated,M,30-44,0
1196,A & N Islands,2005,Dowry Dispute,Post Graduate,No,Professional Activity,Married,M,30-44,0
1197,A & N Islands,2005,Property Dispute,Graduate,By Consuming Insecticides,House Wife,Married,F,45-59,1
1198,A & N Islands,2005,Cancer,Graduate,No,Service (Private),Married,F,45-59,0
1199,A & N Islands,2005,Death of Dear Person,Diploma,No,Service (Government),Married,F,45-59,0
1200,A & N Islands,2005,Divorce,Post Graduate,No,Service (Private),Married,F,45-59,0
1201,A & N Islands,2005,Illness (Aids/STD),Post Graduate,No,Service (Government),Married,F,45-59,0
1202,A & N Islands,2005,Paralysis,Post Graduate,No,Self Employed,Married,F,45-59,0
1203,A & N Islands,2005,Not having Children,Post Graduate,No,Others,Married,F,45-59,0
1204,A & N Islands,2005,Other Prolonged Illness,Middle,By Hanging,House Wife,Married,F,45-59,4
1205,A & N Islands,2005,Physical Abuse (Rape/Incest Etc.),Middle,No,Unemployed,Married,F,45-59,0
1206,A & N Islands,2005,Bankruptcy or Sudden change in Economic Status,Post Graduate and Above,No,Self Employed,Married,F,45-59,0
1207,A & N Islands,2005,Failure in Examination,Graduate,No,Others,Married,F,45-59,0
1208,A & N Islands,2005,Causes Not known,Middle,By Hanging,House Wife,Married,F,45-59,1
1209,A & N Islands,2005,Fall in Social Reputation,Hr. Secondary/Intermediate/Pre-Universit,No,House Wife,Married,F,45-59,0
1210,A & N Islands,2005,Professional/Career Problem,Diploma,No,Self Employed,Married,F,45-59,0
1211,A & N Islands,2005,Dowry Dispute,Middle,No,Others,Married,F,45-59,0
1212,A & N Islands,2005,Ideological Causes/Hero Worshipping,Post Graduate and Above,No,Retired Person,Married,F,45-59,0
1213,A & N Islands,2005,Suspected/Illicit Relation,Graduate,No,Self Employed,Never Married,F,45-59,0
1214,A & N Islands,2005,Family Problems,Diploma,No,Others,Never Married,F,45-59,0
1215,A & N Islands,2005,Illegitimate Pregnancy,Post Graduate and Above,No,Retired Person,Married,F,45-59,0
1216,A & N Islands,2005,Other Causes,Middle,By Consuming Insecticides,House Wife,Married,F,45-59,2
1217,A & N Islands,2005,Insanity/Mental Illness,Middle,By Hanging,House Wife,Married,F,45-59,2
1218,A & N Islands,2005,Love Affairs,Post Graduate and Above,No,Service (Government),Married,F,45-59,0
1219,A & N Islands,2005,Poverty,Graduate,No,Farming/Agriculture Activity,Married,F,45-59,0
1220,A & N Islands,2005,Unemployment,Middle,No,Unemployed,Married,F,45-59,0
1221,A & N Islands,2005,Drug Abuse/Addiction,Hr. Secondary/Intermediate/Pre-Universit,No,Self Employed,Married,F,45-59,0
1222,A & N Islands,2005,Cancellation/Non-Settlement of Marriage,Diploma,No,Others,Divorcee,F,45-59,0
1223,A & N Islands,2005,Dowry Dispute,Post Graduate and Above,No,Retired Person,Married,M,45-59,0
1224,A & N Islands,2005,Other Causes,No Education,By Hanging,Service (Private),Never Married,M,45-59,5
1225,A & N Islands,2005,Cancer,Post Graduate and Above,No,Service (Government),Married,M,45-59,0
1226,A & N Islands,2005,Cancellation/Non-Settlement of Marriage,Graduate,No,Farming/Agriculture Activity,Divorcee,M,45-59,0
1227,A & N Islands,2005,Physical Abuse (Rape/Incest Etc.),Middle,No,Farming/Agriculture Activity,Married,M,45-59,0
1228,A & N Islands,2005,Love Affairs,Hr. Secondary/Intermediate/Pre-Universit,No,Unemployed,Married,M,45-59,0
1229,A & N Islands,2005,Fall in Social Reputation,Diploma,No,Unemployed,Married,M,45-59,0
1230,A & N Islands,2005,Other Prolonged Illness,Middle,By Hanging,Service (Government),Married,M,45-59,7
1231,A & N Islands,2005,Insanity/Mental Illness,Hr. Secondary/Intermediate/Pre-Universit,By Consuming Insecticides or By Hanging,Others,Married,M,45-59,2
1232,A & N Islands,2005,Suspected/Illicit Relation,Diploma,No,Unemployed,Never Married,M,45-59,0
1233,A & N Islands,2005,Professional/Career Problem,Graduate,No,Public Sector Undertaking,Married,M,45-59,0
1234,A & N Islands,2005,Bankruptcy or Sudden change in Economic Status,Post Graduate and Above,No,Public Sector Undertaking,Married,M,45-59,0
1235,A & N Islands,2005,Illegitimate Pregnancy,Post Graduate and Above,No,Public Sector Undertaking,Married,M,45-59,0
1236,A & N Islands,2005,Causes Not known,Middle,By Hanging,Service (Private),Married,M,45-59,10
1237,A & N Islands,2005,Death of Dear Person,Post Graduate and Above,No,Self Employed,Married,M,45-59,0
1238,A & N Islands,2005,Divorce,Graduate,No,Others,Divorcee,M,45-59,0
1239,A & N Islands,2005,Family Problems,Middle,No,Unemployed,Married,M,45-59,0
1240,A & N Islands,2005,Failure in Examination,Hr. Secondary/Intermediate/Pre-Universit,No,Public Sector Undertaking,Married,M,45-59,0
1241,A & N Islands,2005,Illness (Aids/STD),Diploma,No,Self Employed,Married,M,45-59,0
1242,A & N Islands,2005,Not having Children,Diploma,No,Self Employed,Married,M,45-59,0
1243,A & N Islands,2005,Poverty,Matriculate/Secondary,By Fire/Self Immolation,Farming/Agriculture Activity,Widowed,M,45-59,1
1244,A & N Islands,2005,Unemployment,Post Graduate and Above,No,Self Employed,Married,M,45-59,0
1245,A & N Islands,2005,Paralysis,Graduate,No,Self Employed,Married,M,45-59,0
1246,A & N Islands,2005,Property Dispute,Middle,No,Student,Married,M,45-59,0
1247,A & N Islands,2005,Drug Abuse/Addiction,Hr. Secondary/Intermediate/Pre-Universit,No,Student,Never Married,M,45-59,0
1248,A & N Islands,2005,Ideological Causes/Hero Worshipping,Diploma,No,Unemployed,Never Married,M,45-59,0
1249,A & N Islands,2005,Suspected/Illicit Relation,Post Graduate and Above,No,Service (Private),Married,F,60+,0
1250,A & N Islands,2005,Death of Dear Person,Graduate,No,Others,Married,F,60+,0
1251,A & N Islands,2005,Poverty,Middle,No,Student,Married,F,60+,0
1252,A & N Islands,2005,Other Causes,Hr. Secondary/Intermediate/Pre-Universit,No,Student,Married,F,60+,0
1253,A & N Islands,2005,Professional/Career Problem,Diploma,No,Service (Government),Married,F,60+,0
1254,A & N Islands,2005,Property Dispute,Post Graduate and Above,No,Unemployed,Married,F,60+,0
1255,A & N Islands,2005,Drug Abuse/Addiction,Graduate,No,Professional Activity,Married,F,60+,0
1256,A & N Islands,2005,Causes Not known,Post Graduate and Above,No,Self Employed,Married,F,60+,0
1257,A & N Islands,2005,Family Problems,Graduate,No,House Wife,Married,F,60+,0
1258,A & N Islands,2005,Cancer,Middle,No,Retired Person,Married,F,60+,0
1259,A & N Islands,2005,Divorce,Hr. Secondary/Intermediate/Pre-Universit,No,Farming/Agriculture Activity,Divorcee,F,60+,0
1260,A & N Islands,2005,Not having Children,Diploma,No,Public Sector Undertaking,Married,F,60+,0
1261,A & N Islands,2005,Cancellation/Non-Settlement of Marriage,Middle,No,House Wife,Seperated,F,60+,0
1262,A & N Islands,2005,Other Prolonged Illness,No Education,By Consuming Insecticides or By Hanging,House Wife,Married,F,60+,4
1263,A & N Islands,2005,Physical Abuse (Rape/Incest Etc.),Graduate,No,Service (Private),Married,F,60+,0
1264,A & N Islands,2005,Dowry Dispute,Diploma,No,Others,Married,F,60+,0
1265,A & N Islands,2005,Ideological Causes/Hero Worshipping,Post Graduate and Above,No,Professional Activity,Married,F,60+,0
1266,A & N Islands,2005,Paralysis,Diploma,No,Self Employed,Never Married,F,60+,0
1267,A & N Islands,2005,Love Affairs,Post Graduate and Above,No,House Wife,Never Married,F,60+,0
1268,A & N Islands,2005,Insanity/Mental Illness,Middle,By Consuming Insecticides,Unemployed,Married,F,60+,1
1269,A & N Islands,2005,Illness (Aids/STD),Post Graduate and Above,No,Professional Activity,Married,F,60+,0
1270,A & N Islands,2005,Bankruptcy or Sudden change in Economic Status,Post Graduate and Above,No,Self Employed,Married,F,60+,0
1271,A & N Islands,2005,Illegitimate Pregnancy,Post Graduate and Above,No,House Wife,Seperated,F,60+,0
1272,A & N Islands,2005,Unemployment,Graduate,No,Retired Person,Married,F,60+,0
1273,A & N Islands,2005,Fall in Social Reputation,Middle,No,Professional Activity,Married,F,60+,0
1274,A & N Islands,2005,Failure in Examination,Hr. Secondary/Intermediate/Pre-Universit,No,Self Employed,Married,F,60+,0
1275,A & N Islands,2005,Not having Children,Diploma,No,House Wife,Married,M,60+,0
1276,A & N Islands,2005,Cancellation/Non-Settlement of Marriage,Post Graduate and Above,No,Retired Person,Seperated,M,60+,0
1277,A & N Islands,2005,Illness (Aids/STD),Graduate,No,Professional Activity,Married,M,60+,0
1278,A & N Islands,2005,Bankruptcy or Sudden change in Economic Status,Post Graduate and Above,No,Self Employed,Married,M,60+,0
1279,A & N Islands,2005,Cancer,Graduate,No,House Wife,Married,M,60+,0
1280,A & N Islands,2005,Fall in Social Reputation,Diploma,No,Retired Person,Married,M,60+,0
1281,A & N Islands,2005,Other Causes,Matriculate/Secondary,By Hanging,Farming/Agriculture Activity,Married,M,60+,3
1282,A & N Islands,2005,Paralysis,Graduate,No,Retired Person,Married,M,60+,0
1283,A & N Islands,2005,Failure in Examination,Graduate,No,Professional Activity,Married,M,60+,0
1284,A & N Islands,2005,Family Problems,Matriculate/Secondary,By Hanging,Farming/Agriculture Activity,Married,M,60+,1
1285,A & N Islands,2005,Divorce,Post Graduate and Above,No,Retired Person,Divorcee,M,60+,0
1286,A & N Islands,2005,Drug Abuse/Addiction,Graduate,No,Professional Activity,Seperated,M,60+,0
1287,A & N Islands,2005,Physical Abuse (Rape/Incest Etc.),Middle,No,Unemployed,Seperated,M,60+,0
1288,A & N Islands,2005,Professional/Career Problem,Hr. Secondary/Intermediate/Pre-Universit,No,Service (Government),Never Married,M,60+,0
1289,A & N Islands,2005,Suspected/Illicit Relation,Diploma,No,Self Employed,Never Married,M,60+,0
1290,A & N Islands,2005,Insanity/Mental Illness,Matriculate/Secondary,By Hanging,Self Employed,Married,M,60+,1
1291,A & N Islands,2005,Poverty,Diploma,No,Service (Private),Married,M,60+,0
1292,A & N Islands,2005,Unemployment,Post Graduate and Above,No,Others,Married,M,60+,0
1293,A & N Islands,2005,Death of Dear Person,Post Graduate and Above,No,Professional Activity,Married,M,60+,0
1294,A & N Islands,2005,Illegitimate Pregnancy,Post Graduate and Above,No,Public Sector Undertaking,Married,M,60+,0
1295,A & N Islands,2005,Property Dispute,Graduate,No,Public Sector Undertaking,Married,M,60+,0
1296,A & N Islands,2005,Dowry Dispute,Middle,No,Student,Married,M,60+,0
1297,A & N Islands,2005,Ideological Causes/Hero Worshipping,Hr. Secondary/Intermediate/Pre-Universit,No,Service (Government),Married,M,60+,0
1298,A & N Islands,2005,Love Affairs,Diploma,No,Public Sector Undertaking,Never Married,M,60+,0
1299,A & N Islands,2005,Other Prolonged Illness,No Education,By Hanging,Service (Private),Married,M,60+,10
1300,A & N Islands,2005,Causes Not known,Matriculate/Secondary,By Hanging,Service (Private),Married,M,60+,2
